MemberID,Age,Gender,MembershipType,MonthlyFee,JoinDate,LastVisitDate,VisitsLast30Days,PersonalTrainingSessionsLast90Days,PaymentMethod,InactivityDays,Cancelled
671,46,D,Elite,49.99,2025-12-19,2025-12-24,2,0,Credit Card,39,0
672,49,D,Elite,49.99,2024-10-10,2025-02-19,6,3,PayPal,347,1
673,27,D,Basic,19.99,2025-10-16,2025-12-18,3,0,SEPA,45,1
674,23,D,Basic,19.99,2025-08-10,2026-01-17,10,0,Credit Card,15,0
675,29,M,Elite,49.99,2024-12-17,2025-09-29,8,4,Credit Card,125,0
676,16,M,Elite,49.99,2024-09-06,2025-08-03,5,4,SEPA,182,1
677,37,F,Elite,49.99,2023-12-26,2024-07-11,3,3,SEPA,570,1
678,45,D,Premium,34.99,2025-09-13,2025-10-22,0,1,SEPA,102,0
679,52,D,Elite,49.99,2025-12-03,2025-12-22,6,5,PayPal,41,1
680,38,M,Basic,19.99,2024-11-10,2025-12-24,5,1,PayPal,39,0
681,52,D,Premium,34.99,2025-12-30,2026-01-09,8,1,Credit Card,23,0
682,18,F,Premium,34.99,2024-10-06,2025-10-04,15,3,Credit Card,120,1
683,35,M,Basic,19.99,2024-03-18,2025-09-06,5,1,SEPA,148,1
684,17,F,Elite,49.99,2025-06-27,2025-11-03,10,4,PayPal,90,1
685,36,M,Basic,19.99,2024-09-27,2025-10-29,10,0,SEPA,95,0
686,45,F,Elite,49.99,2024-02-25,2024-04-02,9,2,SEPA,670,1
687,45,M,Basic,19.99,2023-06-28,2024-06-03,0,0,PayPal,608,1
688,29,F,Basic,19.99,2024-10-01,2025-08-24,7,2,Credit Card,161,1
689,25,M,Premium,34.99,2023-08-29,2024-06-03,15,4,SEPA,608,1
690,38,D,Premium,34.99,2024-02-28,2025-09-05,6,5,PayPal,149,1
691,20,F,Elite,49.99,2024-05-16,2024-11-07,11,1,SEPA,451,1
692,22,F,Basic,19.99,2025-08-22,2025-09-03,9,2,PayPal,151,1
693,38,F,Premium,34.99,2025-07-02,2025-12-06,10,0,PayPal,57,0
694,45,D,Basic,19.99,2023-06-10,2026-01-09,12,2,SEPA,23,0
695,45,F,Basic,19.99,2025-07-22,2025-10-09,8,0,Credit Card,115,0
696,27,D,Elite,49.99,2025-01-14,2025-08-02,4,6,Credit Card,183,1
697,46,M,Premium,34.99,2023-03-03,2023-07-14,0,1,Credit Card,933,1
698,22,F,Elite,49.99,2023-09-18,2025-02-19,9,1,Credit Card,347,1
699,41,D,Premium,34.99,2025-12-27,2026-01-25,8,2,Credit Card,7,0
700,37,M,Elite,49.99,2025-02-25,2025-03-30,2,1,Credit Card,308,1
701,20,D,Elite,49.99,2024-04-28,2024-10-22,3,1,Credit Card,467,1
702,22,F,Basic,19.99,2024-10-28,2025-08-08,4,2,PayPal,177,1
703,47,D,Elite,49.99,2025-02-15,2025-08-01,10,3,PayPal,184,1
704,25,F,Elite,49.99,2023-01-01,2023-10-28,6,5,SEPA,827,1
705,52,D,Premium,34.99,2024-10-10,2025-03-12,16,0,Credit Card,326,1
706,16,D,Elite,49.99,2023-07-02,2025-02-17,6,3,Credit Card,349,1
707,51,F,Basic,19.99,2023-04-19,2023-04-19,11,0,PayPal,1019,1
708,36,D,Premium,34.99,2025-03-18,2026-02-01,4,2,SEPA,0,0
709,28,D,Premium,34.99,2025-08-30,2025-10-04,10,0,Credit Card,120,1
710,16,M,Elite,49.99,2023-09-15,2024-01-30,14,3,Credit Card,733,1
711,24,D,Premium,34.99,2023-10-06,2023-12-31,13,0,Credit Card,763,1
712,48,F,Elite,49.99,2024-01-04,2025-04-13,9,1,Credit Card,294,1
713,31,D,Elite,49.99,2023-01-16,2025-11-01,6,7,SEPA,92,0
714,39,M,Elite,49.99,2023-03-19,2025-12-02,1,3,PayPal,61,1
715,33,F,Elite,49.99,2025-12-14,2026-01-31,15,4,Credit Card,1,0
716,50,D,Premium,34.99,2023-06-09,2025-05-09,1,0,SEPA,268,1
717,48,F,Elite,49.99,2025-08-18,2025-12-12,7,0,Credit Card,51,0
718,18,D,Elite,49.99,2024-08-15,2025-02-02,7,0,SEPA,364,1
719,26,D,Basic,19.99,2025-08-27,2026-01-22,4,0,SEPA,10,0
720,21,M,Elite,49.99,2024-08-10,2025-12-19,14,4,PayPal,44,0
721,32,M,Elite,49.99,2024-07-29,2025-05-06,9,3,SEPA,271,1
722,27,F,Elite,49.99,2025-07-03,2025-10-05,8,4,SEPA,119,1
723,25,D,Basic,19.99,2024-12-03,2025-01-15,9,0,Credit Card,382,1
724,26,M,Elite,49.99,2024-05-02,2025-07-26,7,1,SEPA,190,1
725,45,F,Premium,34.99,2023-04-18,2023-10-06,5,4,PayPal,849,1
726,40,F,Premium,34.99,2024-04-23,2025-05-16,12,4,Credit Card,261,1
727,49,D,Basic,19.99,2025-02-21,2025-08-01,10,2,Credit Card,184,1
728,33,F,Basic,19.99,2024-07-12,2025-06-20,5,3,PayPal,226,1
729,28,D,Premium,34.99,2024-05-10,2026-01-02,2,0,SEPA,30,0
730,16,F,Basic,19.99,2023-01-18,2023-06-06,0,0,PayPal,971,1
731,28,M,Basic,19.99,2024-08-03,2025-04-17,4,0,SEPA,290,1
732,23,M,Elite,49.99,2023-09-07,2025-09-01,12,5,PayPal,153,0
733,27,F,Premium,34.99,2024-01-14,2024-05-06,0,1,Credit Card,636,1
734,36,F,Basic,19.99,2025-05-24,2025-11-17,6,0,Credit Card,76,1
735,32,F,Basic,19.99,2024-11-12,2024-12-12,1,1,PayPal,416,0
736,47,M,Basic,19.99,2025-03-15,2025-06-14,1,0,SEPA,232,1
737,32,M,Basic,19.99,2025-06-23,2025-12-23,10,2,Credit Card,40,0
738,25,D,Elite,49.99,2023-02-08,2025-11-23,9,3,SEPA,70,0
739,52,M,Elite,49.99,2024-11-06,2025-05-25,6,0,Credit Card,252,1
740,30,M,Premium,34.99,2023-05-24,2024-11-27,15,0,PayPal,431,1
741,37,D,Premium,34.99,2026-01-01,2026-01-23,3,2,SEPA,9,0
742,37,M,Premium,34.99,2025-01-18,2025-10-18,8,0,PayPal,106,1
743,28,F,Elite,49.99,2023-03-22,2025-05-16,6,3,Credit Card,261,1
744,44,D,Basic,19.99,2023-06-23,2025-12-15,7,2,PayPal,48,0
745,40,M,Elite,49.99,2024-05-03,2025-09-15,5,1,Credit Card,139,0
746,37,M,Premium,34.99,2023-02-03,2023-04-19,8,0,PayPal,1019,1
747,50,M,Elite,49.99,2025-12-07,2025-11-27,0,0,Credit Card,66,1
748,55,M,Basic,19.99,2023-02-09,2025-10-01,5,0,SEPA,123,1
749,22,F,Elite,49.99,2024-09-21,2025-11-15,10,5,SEPA,78,0
750,54,D,Basic,19.99,2023-08-22,2025-01-12,8,1,PayPal,385,1
751,23,D,Elite,49.99,2025-04-03,2025-09-16,4,2,SEPA,138,0
752,37,M,Basic,19.99,2023-04-04,2024-03-24,4,4,Credit Card,679,1
753,31,D,Basic,19.99,2023-12-04,2025-02-25,10,3,Credit Card,341,1
754,47,M,Basic,19.99,2023-11-20,2023-12-06,15,1,PayPal,788,1
755,46,D,Basic,19.99,2024-08-04,2025-10-04,7,3,Credit Card,120,1
756,55,D,Basic,19.99,2024-05-04,2024-10-29,0,0,SEPA,460,1
757,42,M,Elite,49.99,2024-09-08,2025-08-30,8,3,SEPA,155,1
758,48,M,Premium,34.99,2025-01-11,2025-10-14,8,0,SEPA,110,1
759,25,D,Premium,34.99,2023-08-19,2025-11-11,5,1,SEPA,82,0
760,29,F,Premium,34.99,2025-01-15,2025-06-09,4,4,SEPA,237,1
761,19,D,Basic,19.99,2023-08-02,2025-08-29,6,1,SEPA,156,1
762,53,D,Premium,34.99,2024-04-26,2025-07-25,2,2,SEPA,191,0
763,30,M,Basic,19.99,2023-08-14,2024-07-12,5,0,SEPA,569,1
764,53,F,Basic,19.99,2023-05-31,2024-09-24,7,0,Credit Card,495,0
765,39,M,Premium,34.99,2023-12-31,2025-01-30,6,0,SEPA,367,0
766,18,D,Elite,49.99,2024-11-18,2025-01-22,10,3,Credit Card,375,0
767,37,M,Premium,34.99,2025-05-06,2025-08-01,2,0,PayPal,184,1
768,51,M,Basic,19.99,2023-12-15,2025-07-28,1,2,SEPA,188,0
769,33,M,Elite,49.99,2025-08-27,2025-12-23,0,4,Credit Card,40,0
770,25,D,Basic,19.99,2024-03-31,2025-11-26,4,1,PayPal,67,0
771,43,D,Premium,34.99,2025-10-29,2025-11-02,0,1,Credit Card,91,0
772,21,D,Basic,19.99,2025-10-11,2025-11-10,4,0,Credit Card,83,1
773,21,M,Premium,34.99,2024-08-28,2025-04-29,6,0,PayPal,278,1
774,45,M,Elite,49.99,2023-02-19,2025-09-07,2,4,Credit Card,147,1
775,40,D,Premium,34.99,2023-01-03,2023-05-27,4,0,PayPal,981,1
776,21,D,Premium,34.99,2024-02-29,2026-01-30,7,0,PayPal,2,0
777,23,F,Premium,34.99,2025-01-15,2025-02-10,6,1,PayPal,356,1
778,29,M,Premium,34.99,2023-05-18,2024-12-12,8,1,PayPal,416,1
779,36,F,Premium,34.99,2024-03-05,2024-10-21,3,0,Credit Card,468,1
780,47,D,Elite,49.99,2024-12-08,2025-07-27,10,1,PayPal,189,1
781,55,F,Elite,49.99,2024-08-21,2025-11-26,14,1,SEPA,67,0
782,21,M,Premium,34.99,2024-01-21,2025-05-03,10,0,SEPA,274,0
783,23,D,Basic,19.99,2023-12-04,2024-09-11,0,1,PayPal,508,1
784,42,D,Elite,49.99,2023-02-16,2024-10-08,12,2,PayPal,481,1
785,28,M,Basic,19.99,2023-02-13,2024-10-02,8,0,PayPal,487,0
786,53,F,Elite,49.99,2024-11-18,2025-06-16,5,1,PayPal,230,1
787,44,F,Premium,34.99,2025-12-21,2026-01-25,0,0,Credit Card,7,0
788,39,F,Basic,19.99,2024-04-09,2025-08-17,7,2,PayPal,168,0
789,50,F,Basic,19.99,2023-11-26,2025-11-23,13,0,PayPal,70,0
790,31,M,Basic,19.99,2023-11-11,2024-04-24,11,0,Credit Card,648,1
791,51,D,Basic,19.99,2024-01-13,2024-08-10,0,0,Credit Card,540,1
792,35,M,Basic,19.99,2023-11-29,2025-05-28,2,2,Credit Card,249,1
793,16,D,Elite,49.99,2024-10-17,2025-01-04,11,2,Credit Card,393,1
794,52,D,Premium,34.99,2024-08-16,2025-01-13,6,1,SEPA,384,1
795,51,M,Premium,34.99,2023-10-13,2025-09-06,13,1,Credit Card,148,1
796,19,D,Elite,49.99,2023-07-09,2024-06-07,9,5,Credit Card,604,1
797,21,D,Premium,34.99,2024-02-05,2024-02-28,3,0,Credit Card,704,0
798,36,D,Elite,49.99,2024-02-03,2025-06-19,6,2,Credit Card,227,1
799,43,F,Premium,34.99,2023-10-30,2025-11-01,5,2,Credit Card,92,1
800,44,D,Premium,34.99,2023-06-29,2024-02-04,9,0,Credit Card,728,1
801,53,D,Basic,19.99,2025-04-28,2025-07-08,8,2,PayPal,208,0
802,53,F,Basic,19.99,2024-11-17,2024-12-20,11,1,SEPA,408,1
803,52,M,Basic,19.99,2025-08-04,2026-02-01,7,2,SEPA,0,0
804,53,F,Premium,34.99,2024-09-10,2025-11-11,3,0,SEPA,82,1
805,35,D,Elite,49.99,2023-11-12,2024-08-06,2,3,Credit Card,544,0
806,31,M,Basic,19.99,2024-01-03,2025-05-20,6,0,PayPal,257,0
807,46,D,Premium,34.99,2025-01-10,2025-11-03,11,0,PayPal,90,1
808,48,D,Elite,49.99,2023-09-02,2024-09-18,11,3,SEPA,501,1
809,24,F,Basic,19.99,2024-10-16,2025-06-09,9,1,Credit Card,237,1
810,34,D,Elite,49.99,2023-04-10,2024-11-23,12,2,SEPA,435,1
811,26,D,Premium,34.99,2023-07-13,2025-03-17,13,0,Credit Card,321,1
812,22,D,Elite,49.99,2024-07-09,2025-07-15,6,3,Credit Card,201,1
813,42,F,Basic,19.99,2025-02-02,2025-10-08,7,1,SEPA,116,1
814,51,D,Basic,19.99,2025-12-12,2026-01-15,0,3,SEPA,17,0
815,38,F,Elite,49.99,2023-02-05,2025-10-14,3,5,PayPal,110,0
816,37,M,Elite,49.99,2025-12-07,2026-01-24,5,6,SEPA,8,0
817,30,F,Basic,19.99,2023-10-19,2025-09-22,8,6,SEPA,132,1
818,46,F,Basic,19.99,2023-06-09,2023-06-28,6,1,PayPal,949,1
819,23,F,Basic,19.99,2023-05-02,2024-08-24,11,2,SEPA,526,1
820,28,M,Elite,49.99,2024-02-25,2025-10-18,6,3,Credit Card,106,0
821,26,D,Elite,49.99,2024-12-13,2025-06-11,4,1,PayPal,235,1
822,29,D,Basic,19.99,2023-01-29,2026-01-16,8,0,SEPA,16,0
823,48,D,Premium,34.99,2023-07-22,2024-02-26,4,2,SEPA,706,1
824,40,F,Basic,19.99,2024-01-06,2025-01-03,1,0,Credit Card,394,1
825,23,D,Basic,19.99,2023-09-11,2024-12-31,2,1,PayPal,397,1
826,36,F,Basic,19.99,2023-03-25,2023-09-09,2,2,PayPal,876,1
827,51,F,Premium,34.99,2025-06-28,2025-08-24,12,0,Credit Card,161,0
828,16,D,Premium,34.99,2025-01-22,2025-04-23,6,0,PayPal,284,1
829,25,F,Premium,34.99,2023-06-24,2023-10-24,4,0,SEPA,831,1
830,28,F,Basic,19.99,2023-05-13,2024-05-19,0,0,Credit Card,623,1
831,53,D,Premium,34.99,2025-10-19,2025-11-23,8,0,Credit Card,70,0
832,47,D,Premium,34.99,2025-09-01,2025-12-13,10,2,Credit Card,50,1
833,24,M,Basic,19.99,2025-10-15,2025-11-13,5,0,SEPA,80,0
834,54,D,Premium,34.99,2024-01-02,2025-01-27,11,3,SEPA,370,1
835,45,M,Premium,34.99,2025-11-30,2026-02-01,5,0,Credit Card,0,0
836,43,M,Premium,34.99,2023-02-06,2023-04-11,0,2,SEPA,1027,1
837,51,D,Premium,34.99,2023-03-09,2024-03-05,9,0,Credit Card,698,1
838,23,D,Elite,49.99,2025-03-07,2025-11-11,2,3,Credit Card,82,0
839,26,D,Basic,19.99,2025-09-01,2026-01-22,2,2,PayPal,10,0
840,34,F,Basic,19.99,2024-12-23,2026-01-19,7,1,Credit Card,13,0
841,40,M,Premium,34.99,2023-02-25,2025-01-23,5,2,PayPal,374,1
842,31,D,Premium,34.99,2024-05-15,2025-01-23,0,0,Credit Card,374,1
843,26,M,Elite,49.99,2023-08-23,2024-08-02,5,4,PayPal,548,0
844,33,M,Elite,49.99,2025-11-20,2026-01-12,7,3,PayPal,20,0
845,52,M,Premium,34.99,2025-03-10,2025-08-22,12,2,PayPal,163,1
846,55,F,Premium,34.99,2024-11-26,2025-02-19,10,0,SEPA,347,1
847,34,F,Basic,19.99,2026-01-02,2026-01-08,4,3,PayPal,24,0
848,53,M,Elite,49.99,2023-07-08,2025-07-11,7,3,Credit Card,205,1
849,38,M,Elite,49.99,2025-05-24,2025-07-16,10,0,PayPal,200,1
850,42,F,Premium,34.99,2024-10-03,2025-01-13,4,0,SEPA,384,1
851,27,D,Premium,34.99,2023-02-08,2025-12-31,10,5,Credit Card,32,0
852,55,F,Elite,49.99,2024-07-02,2025-12-29,7,2,Credit Card,34,0
853,25,D,Elite,49.99,2023-10-30,2024-07-02,8,0,SEPA,579,1
854,33,F,Elite,49.99,2024-02-21,2025-04-18,11,5,SEPA,289,1
855,28,M,Basic,19.99,2023-08-21,2024-01-21,7,0,Credit Card,742,1
856,28,M,Premium,34.99,2025-05-14,2025-06-01,10,2,PayPal,245,1
857,18,D,Premium,34.99,2023-12-27,2025-10-16,8,0,Credit Card,108,0
858,42,F,Elite,49.99,2024-09-02,2024-11-06,7,2,PayPal,452,0
859,23,D,Elite,49.99,2023-10-15,2024-06-12,5,2,PayPal,599,1
860,47,M,Basic,19.99,2025-12-11,2025-12-27,0,0,PayPal,36,0
861,43,M,Basic,19.99,2025-03-09,2025-07-07,8,1,Credit Card,209,1
862,19,F,Elite,49.99,2024-06-04,2026-01-28,1,6,Credit Card,4,0
863,33,M,Premium,34.99,2025-08-30,2025-11-01,4,1,PayPal,92,1
864,31,F,Elite,49.99,2023-03-13,2023-07-02,3,4,PayPal,945,1
865,31,F,Premium,34.99,2023-09-07,2025-03-07,18,1,Credit Card,331,0
866,31,F,Basic,19.99,2024-09-08,2024-12-09,7,0,Credit Card,419,1
867,33,M,Premium,34.99,2025-04-12,2025-04-29,3,1,PayPal,278,1
868,26,D,Premium,34.99,2025-05-15,2025-07-05,4,0,PayPal,211,1
869,17,M,Elite,49.99,2024-10-31,2025-06-20,4,0,SEPA,226,1
870,28,D,Premium,34.99,2023-01-07,2025-04-06,7,1,PayPal,301,1
871,42,F,Premium,34.99,2023-09-24,2025-05-24,1,1,PayPal,253,1
872,34,M,Basic,19.99,2024-11-01,2025-12-15,3,1,PayPal,48,0
873,17,D,Elite,49.99,2024-04-04,2024-04-25,5,2,Credit Card,647,1
874,26,M,Premium,34.99,2024-02-11,2024-11-05,4,0,Credit Card,453,1
875,23,M,Elite,49.99,2023-12-15,2025-07-17,1,2,PayPal,199,0
876,30,D,Basic,19.99,2025-10-09,2025-10-24,8,4,Credit Card,100,0
877,24,F,Basic,19.99,2025-10-09,2025-11-26,0,0,PayPal,67,1
878,27,F,Basic,19.99,2024-01-23,2025-03-26,16,1,Credit Card,312,1
879,53,D,Elite,49.99,2024-05-23,2025-06-05,7,3,Credit Card,241,1
880,40,D,Premium,34.99,2025-03-25,2025-07-11,7,0,SEPA,205,1
881,31,F,Premium,34.99,2023-04-17,2024-03-22,17,0,PayPal,681,0
882,32,D,Elite,49.99,2023-04-04,2023-04-14,0,6,SEPA,1024,1
883,32,M,Elite,49.99,2023-03-26,2024-03-27,4,3,SEPA,676,1
884,49,F,Basic,19.99,2024-10-11,2025-10-09,5,2,Credit Card,115,0
885,43,F,Premium,34.99,2024-07-29,2025-08-02,2,0,Credit Card,183,1
886,26,F,Elite,49.99,2025-06-11,2026-01-25,14,2,PayPal,7,0
887,28,M,Basic,19.99,2025-06-20,2025-07-03,6,1,PayPal,213,1
888,23,F,Basic,19.99,2025-08-14,2025-12-03,0,3,Credit Card,60,0
889,25,M,Premium,34.99,2025-10-06,2025-10-20,14,3,SEPA,104,1
890,52,D,Elite,49.99,2025-11-07,2025-12-11,11,9,PayPal,52,1
891,20,M,Premium,34.99,2024-01-05,2025-03-06,4,0,PayPal,332,1
892,39,D,Basic,19.99,2023-09-07,2024-10-14,7,0,PayPal,475,1
893,33,D,Elite,49.99,2025-09-09,2026-01-03,18,3,Credit Card,29,0
894,52,M,Basic,19.99,2024-10-27,2025-11-05,10,0,SEPA,88,1
895,54,F,Basic,19.99,2023-05-25,2024-12-05,3,1,Credit Card,423,0
896,29,M,Premium,34.99,2023-07-02,2023-07-23,8,0,PayPal,924,1
897,35,F,Premium,34.99,2023-11-12,2024-03-14,7,0,PayPal,689,0
898,22,F,Elite,49.99,2023-09-26,2024-09-27,9,5,Credit Card,492,1
899,43,F,Elite,49.99,2025-05-16,2025-07-01,10,5,PayPal,215,1
900,30,D,Elite,49.99,2024-11-30,2025-07-25,5,0,PayPal,191,1
901,34,F,Premium,34.99,2025-12-10,2025-12-15,14,2,SEPA,48,0
902,49,F,Premium,34.99,2024-09-07,2025-05-19,3,0,PayPal,258,0
903,43,F,Basic,19.99,2023-08-09,2025-01-12,0,1,Credit Card,385,1
904,21,D,Basic,19.99,2024-06-05,2026-01-25,10,2,SEPA,7,0
905,21,F,Elite,49.99,2025-03-15,2025-04-07,6,5,PayPal,300,1
906,32,F,Basic,19.99,2025-07-10,2025-12-16,6,1,Credit Card,47,0
907,50,M,Basic,19.99,2023-08-06,2024-10-23,5,1,Credit Card,466,1
908,35,D,Elite,49.99,2025-04-09,2025-12-14,4,5,Credit Card,49,0
909,24,M,Basic,19.99,2024-09-11,2024-10-25,8,4,SEPA,464,1
910,46,D,Basic,19.99,2023-02-24,2024-04-27,3,0,PayPal,645,1
911,35,F,Basic,19.99,2024-01-26,2024-04-23,5,1,SEPA,649,1
912,46,M,Premium,34.99,2025-06-30,2025-11-01,5,0,Credit Card,92,0
913,16,M,Elite,49.99,2023-04-15,2025-02-26,10,1,Credit Card,340,1
914,47,F,Premium,34.99,2024-08-18,2024-09-24,1,0,Credit Card,495,0
915,49,M,Premium,34.99,2024-04-19,2024-06-20,3,0,PayPal,591,1
916,23,F,Elite,49.99,2025-05-04,2026-01-01,11,2,SEPA,31,0
917,28,F,Premium,34.99,2023-11-27,2024-09-16,3,1,PayPal,503,1
918,45,M,Premium,34.99,2024-11-25,2025-09-29,7,0,PayPal,125,1
919,26,D,Basic,19.99,2025-01-07,2025-09-05,4,4,SEPA,149,1
920,26,D,Premium,34.99,2023-12-21,2024-07-12,11,2,Credit Card,569,0
921,51,M,Basic,19.99,2024-04-25,2024-11-25,4,2,SEPA,433,1
922,20,F,Premium,34.99,2025-10-28,2025-11-01,10,1,Credit Card,92,0
923,38,M,Elite,49.99,2024-06-12,2025-05-26,7,4,PayPal,251,1
924,19,F,Premium,34.99,2023-08-02,2025-07-25,14,0,PayPal,191,0
925,51,M,Elite,49.99,2023-07-28,2025-11-17,12,4,Credit Card,76,0
926,34,D,Premium,34.99,2023-11-18,2025-12-02,8,0,SEPA,61,0
927,24,M,Basic,19.99,2025-01-14,2025-07-04,2,1,SEPA,212,1
928,34,D,Basic,19.99,2025-08-28,2025-11-23,9,1,Credit Card,70,0
929,49,F,Basic,19.99,2024-05-17,2024-10-19,8,2,Credit Card,470,0
930,17,F,Basic,19.99,2025-11-23,2026-01-08,6,0,SEPA,24,0
931,36,F,Basic,19.99,2023-06-23,2024-06-03,2,1,PayPal,608,1
932,19,D,Elite,49.99,2023-11-06,2025-06-16,10,0,Credit Card,230,0
933,35,D,Elite,49.99,2025-04-03,2026-01-11,6,4,PayPal,21,0
934,41,F,Elite,49.99,2023-10-28,2025-10-14,9,5,PayPal,110,0
935,38,D,Premium,34.99,2025-06-24,2025-12-19,9,0,PayPal,44,1
936,24,D,Elite,49.99,2024-11-16,2025-06-03,7,3,PayPal,243,1
937,26,M,Basic,19.99,2024-11-28,2025-12-20,9,0,Credit Card,43,0
938,23,D,Basic,19.99,2025-05-15,2026-01-28,7,0,SEPA,4,0
939,44,F,Elite,49.99,2023-04-08,2023-12-19,7,0,PayPal,775,0
940,38,F,Premium,34.99,2025-12-28,2026-01-11,4,0,SEPA,21,0
941,31,M,Premium,34.99,2025-02-12,2025-11-05,5,0,Credit Card,88,0
942,43,F,Basic,19.99,2023-07-20,2023-12-17,9,2,SEPA,777,1
943,39,D,Elite,49.99,2025-07-02,2025-07-21,3,4,Credit Card,195,1
944,43,F,Elite,49.99,2025-10-18,2026-01-07,12,2,SEPA,25,0
945,24,F,Elite,49.99,2023-10-23,2025-03-23,0,4,PayPal,315,1
946,29,F,Premium,34.99,2023-08-30,2025-08-10,10,1,SEPA,175,1
947,23,F,Elite,49.99,2025-04-16,2025-06-11,6,5,Credit Card,235,1
948,34,F,Basic,19.99,2025-02-05,2025-07-10,6,0,SEPA,206,1
949,34,M,Basic,19.99,2024-09-16,2025-12-15,7,0,Credit Card,48,1
950,18,F,Premium,34.99,2023-05-19,2025-10-26,3,0,Credit Card,98,0
951,24,D,Elite,49.99,2025-08-31,2025-10-03,3,3,PayPal,121,1
952,55,D,Elite,49.99,2024-10-28,2024-12-12,5,3,PayPal,416,1
953,33,D,Basic,19.99,2023-04-04,2025-09-27,10,0,PayPal,127,1
954,23,D,Elite,49.99,2024-09-24,2025-07-08,16,5,SEPA,208,1
955,46,D,Basic,19.99,2025-12-04,2025-12-16,12,4,SEPA,47,1
956,31,D,Elite,49.99,2024-07-17,2025-02-12,1,4,Credit Card,354,1
957,17,F,Premium,34.99,2023-04-03,2026-01-03,8,1,Credit Card,29,0
958,23,M,Elite,49.99,2024-06-10,2024-09-11,9,3,SEPA,508,1
959,42,D,Basic,19.99,2023-11-12,2024-09-21,15,2,PayPal,498,1
960,40,M,Premium,34.99,2023-04-30,2024-02-29,13,4,SEPA,703,1
961,31,D,Elite,49.99,2023-04-17,2023-11-10,8,5,SEPA,814,1
962,36,F,Elite,49.99,2024-07-05,2024-09-05,4,4,SEPA,514,1
963,51,D,Elite,49.99,2023-02-08,2024-08-12,13,5,SEPA,538,1
964,42,F,Basic,19.99,2024-09-15,2025-07-02,8,0,SEPA,214,1
965,26,M,Elite,49.99,2025-02-03,2025-11-06,17,1,SEPA,87,0
966,55,F,Elite,49.99,2023-01-03,2025-08-11,8,2,Credit Card,174,0
967,40,F,Elite,49.99,2024-07-13,2025-03-26,9,6,SEPA,312,1
968,35,M,Premium,34.99,2025-12-29,2026-01-02,5,0,Credit Card,30,0
969,55,D,Premium,34.99,2025-06-03,2025-07-26,15,0,PayPal,190,1
970,31,D,Premium,34.99,2025-07-16,2025-09-23,5,2,SEPA,131,1
971,16,D,Premium,34.99,2023-10-01,2025-07-23,8,1,PayPal,193,1
972,41,D,Basic,19.99,2025-09-28,2025-12-26,7,0,PayPal,37,1
973,23,F,Premium,34.99,2025-06-30,2025-12-19,9,0,PayPal,44,1
974,45,F,Basic,19.99,2023-01-18,2023-09-30,3,1,Credit Card,855,1
975,21,D,Elite,49.99,2025-01-02,2025-04-10,5,6,Credit Card,297,1
976,33,F,Elite,49.99,2025-01-13,2025-01-31,7,1,PayPal,366,1
977,33,D,Elite,49.99,2025-03-22,2025-05-17,2,3,PayPal,260,1
978,53,M,Elite,49.99,2023-12-26,2024-03-01,10,3,SEPA,702,1
979,33,M,Elite,49.99,2025-12-07,2026-01-22,18,3,PayPal,10,0
980,45,M,Premium,34.99,2024-06-01,2025-12-26,1,0,Credit Card,37,1
981,42,F,Basic,19.99,2025-06-04,2026-01-06,4,0,SEPA,26,0
982,33,F,Elite,49.99,2024-04-04,2024-05-22,7,3,SEPA,620,1
983,43,M,Basic,19.99,2023-02-21,2024-05-28,7,2,PayPal,614,1
984,46,F,Basic,19.99,2023-07-18,2023-08-15,1,0,Credit Card,901,1
985,46,M,Premium,34.99,2024-05-21,2024-09-08,11,0,SEPA,511,1
986,54,D,Premium,34.99,2023-05-30,2025-08-01,8,0,SEPA,184,1
987,18,F,Premium,34.99,2023-05-05,2025-11-28,12,0,SEPA,65,0
988,35,D,Elite,49.99,2025-06-24,2025-07-08,6,3,SEPA,208,1
989,41,M,Elite,49.99,2024-08-26,2025-09-20,8,1,PayPal,134,1
990,40,F,Premium,34.99,2023-01-22,2025-08-07,12,0,PayPal,178,1
991,49,F,Elite,49.99,2023-02-23,2025-09-09,8,3,SEPA,145,1
992,24,D,Elite,49.99,2024-02-01,2025-09-09,7,5,Credit Card,145,1
993,24,M,Basic,19.99,2024-01-16,2024-09-20,9,2,PayPal,499,1
994,53,D,Basic,19.99,2025-01-02,2025-06-10,8,2,Credit Card,236,1
995,53,D,Elite,49.99,2023-01-17,2025-12-12,9,4,PayPal,51,0
996,38,M,Basic,19.99,2023-04-22,2024-06-27,4,0,SEPA,584,1
997,54,D,Premium,34.99,2025-09-01,2025-12-29,11,0,Credit Card,34,0
998,26,M,Premium,34.99,2025-05-07,2025-10-22,14,0,SEPA,102,1
999,45,D,Basic,19.99,2024-04-01,2024-11-22,6,4,Credit Card,436,0
1000,41,M,Basic,19.99,2025-02-08,2025-05-24,4,1,SEPA,253,1
1001,44,M,Elite,49.99,2023-10-19,2024-08-11,2,1,SEPA,539,1
1002,34,M,Basic,19.99,2024-02-12,2024-09-01,10,0,PayPal,518,1
1003,28,M,Basic,19.99,2024-05-18,2024-11-16,10,0,PayPal,442,1
1004,23,F,Basic,19.99,2023-10-09,2024-10-31,4,2,PayPal,458,1
1005,55,F,Elite,49.99,2023-12-17,2025-06-08,10,3,SEPA,238,0
1006,40,D,Premium,34.99,2024-01-28,2025-07-26,6,2,SEPA,190,1
